id,target_text,whisper_text,wer,substitutions,deletions,insertions,hits,audio_duration_s,latency_s,is_success,error
common_voice_en_19619551-common_voice_en_19619550,Being raised stereotypically British includes belief in the philosophy: What would the neighbours think?,Being raised stereotypically British includes belief in the philosophy. What would the neighbours think?,0.000000,0,0,0,14,6.4208,0.0000,True,
common_voice_en_19619855-common_voice_en_19619858,The east terrace would also have a roof added as part of this development.,The east terrace would also have a roof added as a part of this development.,0.071429,0,0,1,14,7.1051,0.0000,True,
common_voice_en_19622969-common_voice_en_19622970,"The woman kisses his head and says, Happy Halloween dear.","The woman kisses his head and says, ""Happy Halloween, dear.""",0.000000,0,0,0,10,4.0053,0.0000,True,
common_voice_en_19622969-common_voice_en_19622971,"The woman kisses his head and says, Happy Halloween dear.","The woman kisses his head and says, ""Happy Halloween, dear.""",0.000000,0,0,0,10,4.0053,0.0000,True,
common_voice_en_19629167-common_voice_en_19629165,Watamu is a small fishing community and East Africa's first Marine National Park.,"Wetamu is a small fishing community, and East Africa's first marine national park.",0.071429,1,0,0,13,6.5089,0.0000,True,
common_voice_en_19629167-common_voice_en_19629166,Watamu is a small fishing community and East Africa's first Marine National Park.,"Wetamu is a small fishing community, and East Africa's first marine national park.",0.071429,1,0,0,13,6.5089,0.0000,True,
common_voice_en_19632634-common_voice_en_19632638,The stone is heated in a fire or in embers.,The stone is heated in a fire or in embers.,0.000000,0,0,0,10,3.3755,0.0000,True,
common_voice_en_19632634-common_voice_en_19632644,The stone is heated in a fire or in embers.,The stone is heated in a fire or in embers.,0.000000,0,0,0,10,3.3755,0.0000,True,
common_voice_en_19635046-common_voice_en_19635047,"They are perhaps most known for ""The Quill"" and the later ""Professional Adventure Writer"".",They are perhaps most known for the Quill and later professional adventure writer.,0.071429,0,1,0,13,6.6051,0.0000,True,
common_voice_en_19635046-common_voice_en_19635048,"They are perhaps most known for ""The Quill"" and the later ""Professional Adventure Writer"".","They are perhaps most known for the quill, and later, professional adventure writer.",0.071429,0,1,0,13,6.6051,0.0000,True,
common_voice_en_19636954-common_voice_en_19636955,"She continued drawing the lace with slow, dignified movements.","She continued drawing the lace with slow, dignified movements.",0.000000,0,0,0,9,3.9360,0.0000,True,
common_voice_en_19638442-common_voice_en_19638444,"The theme song ""Because of You"" was written and performed by Dexys Midnight Runners.","The theme song ""Because of You"" was written and performed by Daxie's Midnight Runners.",0.142857,1,0,1,13,5.6051,0.0000,True,
common_voice_en_19638442-common_voice_en_19638447,"The theme song ""Because of You"" was written and performed by Dexys Midnight Runners.","The theme song ""Because of You"" was written and performed by Dexie's Midnight Runners.",0.142857,1,0,1,13,5.6051,0.0000,True,
common_voice_en_19640906-common_voice_en_19640909,With this win Levet became the leading Frenchman in terms of European Tour wins.,"With this win, Levet became the leading Frenchman in terms of European Tour wins.",0.000000,0,0,0,14,5.4274,0.0000,True,
common_voice_en_19641039-common_voice_en_19641037,Drills and grinders often include this feature for added control.,Drills and grinders often include this feature for added control.,0.000000,0,0,0,10,5.2009,0.0000,True,
common_voice_en_19641039-common_voice_en_19641038,Drills and grinders often include this feature for added control.,Drills and grinders often include this feature for added control.,0.000000,0,0,0,10,5.2009,0.0000,True,
common_voice_en_19641789-common_voice_en_19641784,"When a certain length of time passes, he heads for the palace.","When a certain length of time passes, he heads for the palace.",0.000000,0,0,0,12,4.2702,0.0000,True,
common_voice_en_19641789-common_voice_en_19641791,"When a certain length of time passes, he heads for the palace.","When a certain length of time passes, he heads for the palace.",0.000000,0,0,0,12,4.2702,0.0000,True,
common_voice_en_19656513-common_voice_en_19656518,This large sea duck is characterised by its bulky shape and large bill.,This large sea duck is characterized by its bulky shape and large bill.,0.000000,0,0,0,13,4.1642,0.0000,True,
common_voice_en_19656513-common_voice_en_19656571,This large sea duck is characterised by its bulky shape and large bill.,This large sea duck is characterized by its bulky shape and large bill.,0.000000,0,0,0,13,4.1642,0.0000,True,
common_voice_en_19665909-common_voice_en_19665910,"The body ""pushes"" the air down, and the air pushes the body upward.","The body pushes the air down, and the air pushes the body upward.",0.000000,0,0,0,13,5.3874,0.0000,True,
common_voice_en_19665909-common_voice_en_19665911,"The body ""pushes"" the air down, and the air pushes the body upward.","The body pushes the air down, and the air pushes the body upward.",0.000000,0,0,0,13,5.3874,0.0000,True,
common_voice_en_19669708-common_voice_en_19669702,The name of the new Association was left until all other matters were decided.,The name of the new association was left until all other matters were decided.,0.000000,0,0,0,14,4.6229,0.0000,True,
common_voice_en_19669708-common_voice_en_19669704,The name of the new Association was left until all other matters were decided.,The name of the new association was left until all other matters were decided.,0.000000,0,0,0,14,4.6229,0.0000,True,
common_voice_en_19670166-common_voice_en_19670165,He is also a Patron of Creativity Australia.,He is also a patron of Creativity Australia.,0.000000,0,0,0,8,4.2804,0.0000,True,
common_voice_en_19670674-common_voice_en_19670675,"At the time, their proximity was considered proof that some dinosaurs were herd animals.","At the time, their proximity was considered proof that some dinosaurs were herd animals.",0.000000,0,0,0,14,5.2814,0.0000,True,
common_voice_en_19670674-common_voice_en_19670676,"At the time, their proximity was considered proof that some dinosaurs were herd animals.","At the time, their proximity was considered proof that some dinosaurs were herd animals.",0.000000,0,0,0,14,5.2814,0.0000,True,
common_voice_en_19671290-common_voice_en_19671292,The band also made its first appearance at the Boston Saint Patrick's Day Parade.,The band also made its first appearance at the Boston Saint Patrick's Day parade.,0.000000,0,0,0,15,5.3552,0.0000,True,
common_voice_en_19671290-common_voice_en_19671293,The band also made its first appearance at the Boston Saint Patrick's Day Parade.,The band also made its first appearance at the Boston St. Patrick's Day Parade.,0.000000,0,0,0,15,5.3552,0.0000,True,
common_voice_en_19686152-common_voice_en_19686154,Never have I seen so varied a country so suitable to cultivation.,"Never have I seen so varied a country, so suitable to cultivation.",0.000000,0,0,0,12,5.3425,0.0000,True,
common_voice_en_19686493-common_voice_en_19686494,He is currently employed as a political consultant.,He is currently employed as a political consultant.,0.000000,0,0,0,8,3.4347,0.0000,True,
common_voice_en_19686493-common_voice_en_19686496,He is currently employed as a political consultant.,He is currently employed as a political consultant.,0.000000,0,0,0,8,3.4347,0.0000,True,
common_voice_en_19690002-common_voice_en_19690001,A subsequent view of the scene shows something not viewed before.,A subsequent view of the scene shows something not viewed before.,0.000000,0,0,0,11,5.2249,0.0000,True,
common_voice_en_19690002-common_voice_en_19690003,A subsequent view of the scene shows something not viewed before.,A subsequent view of the scene shows something not viewed before.,0.000000,0,0,0,11,5.2249,0.0000,True,
common_voice_en_19691556-common_voice_en_19691557,Each category had tips for writing enjoyable games in that genre.,Each category had tips for writing enjoyable games in that genre.,0.000000,0,0,0,11,4.9810,0.0000,True,
common_voice_en_19691845-common_voice_en_19691840,Remember to report all problems and safety issues to you range master.,Remember to report all problems and safety issues to your range master.,0.083333,1,0,0,11,4.1813,0.0000,True,
common_voice_en_19691845-common_voice_en_19691884,Remember to report all problems and safety issues to you range master.,Remember to report all problems and safety issues to your range master.,0.083333,1,0,0,11,4.1813,0.0000,True,
common_voice_en_19692939-common_voice_en_19693060,It was a gymnastics class that initially drew his attention to dance early on.,It was a gymnastics class that initially drew his attention to dance. Only on.,0.071429,1,0,0,13,4.6051,0.0000,True,
common_voice_en_19695366-common_voice_en_19695364,Each collar bears red bendlets from the arms of the Byrons.,Each collar bears red bandlets from the arms of the Bayrains.,0.181818,2,0,0,9,4.8213,0.0000,True,
common_voice_en_19698719-common_voice_en_19698716,The second for no better reason than the first.,"The second, for no better reason than the first.",0.000000,0,0,0,9,3.1733,0.0000,True,
common_voice_en_19698719-common_voice_en_19698718,The second for no better reason than the first.,"The second, for no better reason than the first.",0.000000,0,0,0,9,3.1733,0.0000,True,
common_voice_en_19701583-common_voice_en_19701587,"There are also two lodges, and of land.",There are also two lodges and of land.,0.000000,0,0,0,8,3.4296,0.0000,True,
common_voice_en_19701583-common_voice_en_19701588,"There are also two lodges, and of land.",There are also two lodges and of land.,0.000000,0,0,0,8,3.4296,0.0000,True,
common_voice_en_19706873-common_voice_en_19706870,Remains of Roman settlement have been uncovered in the area.,Remains of Roman settlements have been uncovered in the area.,0.100000,1,0,0,9,3.3387,0.0000,True,
common_voice_en_19714465-common_voice_en_19714469,"He was seen as an idealistic, but also polarizing politician.","He was seen as an idealistic, but also polarizing, politician.",0.000000,0,0,0,10,5.2373,0.0000,True,
common_voice_en_19717736-common_voice_en_19717739,A sizeable number of witnesses were deposed under oath to testify before the Commission.,A considerable number of witnesses were deposed under oath to testify before the commission.,0.071429,1,0,0,13,5.8933,0.0000,True,
common_voice_en_19722359-common_voice_en_19722362,A hundred spectators had gathered around the amphitheater to witness the impressive scene.,A hundred spectators had gathered around the amphitheatre to witness the impressive scene.,0.000000,0,0,0,13,5.6051,0.0000,True,
common_voice_en_19722359-common_voice_en_19722397,A hundred spectators had gathered around the amphitheater to witness the impressive scene.,A hundred spectators had gathered around the amphitheatre to witness the impressive scene.,0.000000,0,0,0,13,5.6051,0.0000,True,
common_voice_en_19724030-common_voice_en_19724028,Gum arabic is used primarily in the food industry as a stabilizer.,Gum arabic is used primarily in the food industry as a stabilizer.,0.000000,0,0,0,12,4.9426,0.0000,True,
common_voice_en_19724030-common_voice_en_19724029,Gum arabic is used primarily in the food industry as a stabilizer.,Gum arabic is used primarily in the food industry as a stabilizer.,0.000000,0,0,0,12,4.9426,0.0000,True,
common_voice_en_19724242-common_voice_en_19724243,"Diemen is located in the province North Holland, in the west of the Netherlands.","Diemen is located in the province North Holland, in the west of the Netherlands.",0.000000,0,0,0,14,4.7013,0.0000,True,
common_voice_en_19724242-common_voice_en_19724245,"Diemen is located in the province North Holland, in the west of the Netherlands.","Deemden is located in the province North Holland, in the west of the Netherlands.",0.071429,1,0,0,13,4.7013,0.0000,True,
common_voice_en_19724475-common_voice_en_19724484,Mitchell Stevens has published a small mini-series magazine entitled How idle are you?,"Mitchell Stevens has published a small miniseries magazine entitled ""How Idle Are You.""",0.142857,1,1,0,12,6.1051,0.0000,True,
common_voice_en_19724850-common_voice_en_19724899,"The Inca tern feeds primarily on small fish, such as anchovies.","The Inca tern feeds primarily on small fish, such as anchovies.",0.000000,0,0,0,11,4.3282,0.0000,True,
common_voice_en_19724850-common_voice_en_19724900,"The Inca tern feeds primarily on small fish, such as anchovies.","The Inca turn feeds primarily on small fish, such as anchovies.",0.090909,1,0,0,10,4.3282,0.0000,True,
common_voice_en_19726989-common_voice_en_19726988,"The accident is featured on the Discovery Channel series ""Destroyed in Seconds"".",The accident is featured on the Discovery Channel series Destroyed in Seconds.,0.000000,0,0,0,12,5.2960,0.0000,True,
common_voice_en_19726989-common_voice_en_19726990,"The accident is featured on the Discovery Channel series ""Destroyed in Seconds"".","The accident is featured on the Discovery Channel series ""Destroyed in Seconds.""",0.000000,0,0,0,12,5.2960,0.0000,True,
common_voice_en_19727183-common_voice_en_19727184,"The strings are never pressed to the neck, giving a harmonic and unique sound.","The strings are never pressed to the neck, giving a harmonic and unique sound.",0.000000,0,0,0,14,6.1493,0.0000,True,
common_voice_en_19727183-common_voice_en_19727187,"The strings are never pressed to the neck, giving a harmonic and unique sound.","The strings are never pressed to the neck, giving a harmonic and unique sound.",0.000000,0,0,0,14,6.1493,0.0000,True,
common_voice_en_19729972-common_voice_en_19729973,"The nature reserve is visible, but not open to the public.","The natural reserve is visible, but not open to the public.",0.090909,1,0,0,10,4.1508,0.0000,True,
common_voice_en_19729972-common_voice_en_19729975,"The nature reserve is visible, but not open to the public.","The natural reserve is visible, but not open to the public.",0.090909,1,0,0,10,4.1508,0.0000,True,
common_voice_en_19730681-common_voice_en_19730680,"The liquor was first created as ""Brandy Milk"", produced with milk, brandy and vanilla.","The liquor was first created as brandy milk, produced with milk, brandy, and vanilla.",0.000000,0,0,0,14,5.0375,0.0000,True,
common_voice_en_19730681-common_voice_en_19730683,"The liquor was first created as ""Brandy Milk"", produced with milk, brandy and vanilla.","The liquor was first created as brandy milk, produced with milk, brandy, and vanilla.",0.000000,0,0,0,14,5.0375,0.0000,True,
common_voice_en_19733143-common_voice_en_19733141,"From that point, Kimura was only capable of delaying actions.","From that point, Chimra was only capable of delaying actions.",0.100000,1,0,0,9,4.0853,0.0000,True,
common_voice_en_19734247-common_voice_en_19734251,They mopped up remaining pockets of resistance in these areas in small unit actions.,They mopped up remaining pockets of resistance in these areas in small unit actions.,0.000000,0,0,0,14,5.7759,0.0000,True,
common_voice_en_19734247-common_voice_en_19734252,They mopped up remaining pockets of resistance in these areas in small unit actions.,They mopped up remaining pockets of resistance in these areas in small unit actions.,0.000000,0,0,0,14,5.7759,0.0000,True,
common_voice_en_19739025-common_voice_en_19739024,"Some of the popular instruments used to be guitars, violins, accordions, and marimbas.","Some of the popular instruments used to be guitars, violins, accordions, and marimbas.",0.000000,0,0,0,13,5.6160,0.0000,True,
common_voice_en_19739025-common_voice_en_19739027,"Some of the popular instruments used to be guitars, violins, accordions, and marimbas.","Some of the popular instruments used to be guitars, violins, accordions, and marimbas.",0.000000,0,0,0,13,5.6160,0.0000,True,
common_voice_en_19741922-common_voice_en_19741926,Writing tools and scratch paper may not be brought to the testing site.,Writing tools and scratch paper may not be brought to the testing site.,0.000000,0,0,0,13,3.2694,0.0000,True,
common_voice_en_19741922-common_voice_en_19741978,Writing tools and scratch paper may not be brought to the testing site.,Writing tools and scratch paper may not be brought to the testing site.,0.000000,0,0,0,13,3.2694,0.0000,True,
common_voice_en_19744568-common_voice_en_19744566,This effect remains until the taste buds return to normal.,This effect remains until the taste buds return to normal.,0.000000,0,0,0,10,3.9253,0.0000,True,
common_voice_en_19748004-common_voice_en_19748007,"French was born in Brunswick, Victoria to a family of Cornish origin.","French was born in Brunswick, Victoria, to a family of Cornish origin.",0.000000,0,0,0,12,4.8085,0.0000,True,
common_voice_en_19748004-common_voice_en_19748010,"French was born in Brunswick, Victoria to a family of Cornish origin.","French was born in Brunswick, Victoria, to a family of Cornish origin.",0.000000,0,0,0,12,4.8085,0.0000,True,
common_voice_en_19748971-common_voice_en_19748972,The school is considered to be both economically and ethnically diverse.,The school is considered to be both economically and ethnically diverse.,0.000000,0,0,0,11,4.3786,0.0000,True,
common_voice_en_19748971-common_voice_en_19748974,The school is considered to be both economically and ethnically diverse.,The school is considered to be both economically and ethnically diverse.,0.000000,0,0,0,11,4.3786,0.0000,True,
common_voice_en_19750016-common_voice_en_19750004,"It then became involved with pharmaceuticals, food additives, and industrial and consumer chemicals.","It then became involved with pharmaceuticals, food additives, and industrial and consumer chemicals.",0.000000,0,0,0,13,6.9707,0.0000,True,
common_voice_en_19750016-common_voice_en_19750010,"It then became involved with pharmaceuticals, food additives, and industrial and consumer chemicals.","It then became involved with pharmaceuticals, food additives, and industrial and consumer chemicals.",0.000000,0,0,0,13,6.9707,0.0000,True,
common_voice_en_19756059-common_voice_en_19756060,"In addition, smaller groups made up of orchestra personnel perform throughout the year.","In addition, smaller groups made up of orchestra personnel perform throughout the year.",0.000000,0,0,0,13,6.1051,0.0000,True,
common_voice_en_19756059-common_voice_en_19756062,"In addition, smaller groups made up of orchestra personnel perform throughout the year.","In addition, smaller groups made up of orchestra personnel perform throughout the year.",0.000000,0,0,0,13,6.1051,0.0000,True,
common_voice_en_19760248-common_voice_en_19760249,"As a judge, however, his activity continued.","As a judge, however, his activity continued.",0.000000,0,0,0,7,3.3044,0.0000,True,
common_voice_en_19760248-common_voice_en_19760250,"As a judge, however, his activity continued.","As a judge, however, his activity continued.",0.000000,0,0,0,7,3.3044,0.0000,True,
common_voice_en_19767707-common_voice_en_19767710,"His wife, Dorothy Brower, was an active volunteer in the surrounding community.","His wife, Dorothy Bower, was an active volunteer in the surrounding community.",0.083333,1,0,0,11,4.8475,0.0000,True,
common_voice_en_19767978-common_voice_en_19767977,The houses are named after famous Norse rulers of the Isle of Man.,The houses are named after famous Norse rulers of the Isle of Man.,0.000000,0,0,0,13,4.8000,0.0000,True,
common_voice_en_19767978-common_voice_en_19767980,The houses are named after famous Norse rulers of the Isle of Man.,The houses are named after famous Norse rulers of the Isle of Man.,0.000000,0,0,0,13,4.8000,0.0000,True,
common_voice_en_19768597-common_voice_en_19768600,"He finished in the points on four other occasions, but did not win again.","He finished in the points on four other occasions, but did not win again.",0.000000,0,0,0,14,5.1564,0.0000,True,
common_voice_en_19770519-common_voice_en_19770516,His development of institution theory impacted the field of universal logic.,His development of institution theory impacted the field of universal logic.,0.000000,0,0,0,11,3.8667,0.0000,True,
common_voice_en_19770519-common_voice_en_19770517,His development of institution theory impacted the field of universal logic.,His development of institution theory impacted the field of universal logic.,0.000000,0,0,0,11,3.8667,0.0000,True,
common_voice_en_19778240-common_voice_en_19778244,Part of the Lake Victoria system is within the boundaries of Kenya.,Part of the Lake Victoria system is within the boundaries of Kenya.,0.000000,0,0,0,12,3.8914,0.0000,True,
common_voice_en_19778240-common_voice_en_19778260,Part of the Lake Victoria system is within the boundaries of Kenya.,Part of the Lake Victoria system is within the boundaries of Kenya.,0.000000,0,0,0,12,3.8914,0.0000,True,
common_voice_en_19789569-common_voice_en_19789566,The Fisher government passed a large number of its legislation.,The Fisher government passed a large number of its legislation.,0.000000,0,0,0,10,3.2069,0.0000,True,
common_voice_en_19789569-common_voice_en_19789567,The Fisher government passed a large number of its legislation.,The Fisher government passed a large number of its legislation.,0.000000,0,0,0,10,3.2069,0.0000,True,
common_voice_en_19791537-common_voice_en_19791538,Luther and Cody Dickinson's father was the Memphis musician and record producer Jim Dickinson.,Luther and Cody Dickinson's father was the Memphis musician and record producer Jim Dickinson.,0.000000,0,0,0,15,5.6000,0.0000,True,
common_voice_en_19793104-common_voice_en_19793103,A live target missile launch was not planned for this flight test.,A live target missile launch was not planned for this flight test.,0.000000,0,0,0,12,4.3398,0.0000,True,
common_voice_en_19816147-common_voice_en_19816145,"To turn this into an algorithm, only finitely many frequencies are solved for.","To turn this into an algorithm, only finitely many frequencies are solved for.",0.000000,0,0,0,13,4.8640,0.0000,True,
common_voice_en_19816147-common_voice_en_19816166,"To turn this into an algorithm, only finitely many frequencies are solved for.","To turn this into an algorithm, only finitely many frequencies are solved for.",0.000000,0,0,0,13,4.8640,0.0000,True,
common_voice_en_19819944-common_voice_en_19819945,"Many species, particularly the South American ones, are not blue, despite the common name.","Many species, particularly the South American ones, are not blue, despite the common name.",0.000000,0,0,0,14,5.0453,0.0000,True,
common_voice_en_19819944-common_voice_en_19819946,"Many species, particularly the South American ones, are not blue, despite the common name.","Many species, particularly the South American ones, are not blue, despite the common name.",0.000000,0,0,0,14,5.0453,0.0000,True,
common_voice_en_19843546-common_voice_en_19843549,"After the war, he joined the Peruvian Navy with John Tucker.","After the war, he joined the Peruvian Navy with John Tucker.",0.000000,0,0,0,11,3.3655,0.0000,True,
common_voice_en_19845853-common_voice_en_19845856,The western rim of Roche has been somewhat distorted and straightened.,The western rim of Roche has been somewhat distorted and straightened.,0.000000,0,0,0,11,4.5867,0.0000,True,
common_voice_en_19854924-common_voice_en_19854923,"Hinduism, along with Buddhism, arrived in Burma during ancient times.","Hinduism, along with Buddhism, arrived in Burma during ancient times.",0.000000,0,0,0,10,4.5280,0.0000,True,
common_voice_en_19863517-common_voice_en_19863518,"Hayden also played the character of Mouse on ""General Hospital"".",Hayden also played the character of Mouse on General Hospital.,0.000000,0,0,0,10,3.3813,0.0000,True,
common_voice_en_19867710-common_voice_en_19867712,"There are no easy answers, and ""The Cell"" doesn't pretend to offer any.","There are no easy answers, and the cell doesn't pretend to offer any.",0.000000,0,0,0,14,5.4027,0.0000,True,
common_voice_en_19867710-common_voice_en_19867713,"There are no easy answers, and ""The Cell"" doesn't pretend to offer any.","There are no easy answers, and the cell doesn't pretend to offer any.",0.000000,0,0,0,14,5.4027,0.0000,True,
common_voice_en_19869780-common_voice_en_19869779,The executive branch is composed of the Executive Council and the Executive Cabinet.,The executive branch is composed of the executive council and the executive cabinet.,0.000000,0,0,0,13,5.2310,0.0000,True,
common_voice_en_19869780-common_voice_en_19869781,The executive branch is composed of the Executive Council and the Executive Cabinet.,The executive branch is composed of the executive council and the executive cabinet.,0.000000,0,0,0,13,5.2310,0.0000,True,
common_voice_en_19898846-common_voice_en_19898843,Simms's research focuses on the history of European foreign policy.,Sims' research focuses on the history of European foreign policy.,0.181818,1,1,0,9,4.1745,0.0000,True,
common_voice_en_19898846-common_voice_en_19898849,Simms's research focuses on the history of European foreign policy.,Sims' research focuses on the history of European foreign policy.,0.181818,1,1,0,9,4.1745,0.0000,True,
common_voice_en_19916471-common_voice_en_19916473,When she arrived in Australia for a tour customs agents seized her records.,"When she arrived in Australia for a tour, customs agents seized her records.",0.000000,0,0,0,13,5.1051,0.0000,True,
common_voice_en_19916471-common_voice_en_19916474,When she arrived in Australia for a tour customs agents seized her records.,"When she arrived in Australia for a tour, customs agents seized her records.",0.000000,0,0,0,13,5.1051,0.0000,True,
common_voice_en_19933238-common_voice_en_19933256,"The Pope, who comes of Revelation, has no jurisdiction over Nature.","The Pope, who comes of revelation, has no jurisdiction over nature.",0.000000,0,0,0,11,4.1227,0.0000,True,
common_voice_en_19933652-common_voice_en_19933655,The earliest settlers were the family of Harvey and Louisa McCarty.,The early settlers were the family of Harvey and Louisa McCarty.,0.090909,1,0,0,10,3.7591,0.0000,True,
common_voice_en_19933652-common_voice_en_19933661,The earliest settlers were the family of Harvey and Louisa McCarty.,The early settlers were the family of Harvey and Louisa McCarty.,0.090909,1,0,0,10,3.7591,0.0000,True,
common_voice_en_19934187-common_voice_en_19934317,Munteanu was seen as the primary factor for this success.,Montaigne was seen as the primary factor for this success.,0.100000,1,0,0,9,6.2984,0.0000,True,
common_voice_en_19939156-common_voice_en_19939176,The nervous system stood as an exception.,The nervous system stood as an exception.,0.000000,0,0,0,7,3.1934,0.0000,True,
common_voice_en_19944630-common_voice_en_19944631,He chairs the executive committee of council and the community policing committee.,He chairs the executive committee of council and the community policing committee.,0.000000,0,0,0,12,4.9701,0.0000,True,
common_voice_en_19944630-common_voice_en_19944633,He chairs the executive committee of council and the community policing committee.,He chairs the executive committee of council and the community policing committee.,0.000000,0,0,0,12,4.9701,0.0000,True,
common_voice_en_19949855-common_voice_en_19949857,"Juon depicted ""Suit"" as being more formal compared to ""Sweat"" which takes creative risks.","Juan depicted suit as being more formal compared to sweat, which takes creative risks.",0.071429,1,0,0,13,6.6051,0.0000,True,
common_voice_en_19951090-common_voice_en_19951089,It maintains a Civic Association and a private park and swim club for residents.,It maintains a civic association and a private park and swim club for residents.,0.000000,0,0,0,14,6.6080,0.0000,True,
common_voice_en_19951090-common_voice_en_19951091,It maintains a Civic Association and a private park and swim club for residents.,It maintains a civic association and a private park and swim club for residents.,0.000000,0,0,0,14,6.6080,0.0000,True,
common_voice_en_19961449-common_voice_en_19961451,The winning team from each region competes in the national final.,The winning team from each region competes in the national final.,0.000000,0,0,0,11,3.8933,0.0000,True,
common_voice_en_19961449-common_voice_en_19961453,The winning team from each region competes in the national final.,The winning team from each region competes in the national final.,0.000000,0,0,0,11,3.8933,0.0000,True,
common_voice_en_19967495-common_voice_en_19967497,"These two engines were nearly identical, except for the induction systems.","These two engines were nearly identical, except for the induction systems.",0.000000,0,0,0,11,4.4531,0.0000,True,
common_voice_en_19972684-common_voice_en_19972725,"His daughter Marcia pursued poetry, while his son Hilary Masters became a novelist.","His daughter Marcia pursued poetry, while his son Hilary Masters became a novelist.",0.000000,0,0,0,13,5.2800,0.0000,True,
common_voice_en_19972684-common_voice_en_19972807,"His daughter Marcia pursued poetry, while his son Hilary Masters became a novelist.","His daughter Marcia pursued poetry, while his son Hilary Masters became a novelist.",0.000000,0,0,0,13,5.2800,0.0000,True,
common_voice_en_19974164-common_voice_en_19974166,"His father was a furrier, and the Great Depression affected his business significantly.","His father was a furrier, and the Great Depression affected his business significantly.",0.000000,0,0,0,13,5.5520,0.0000,True,
common_voice_en_19977527-common_voice_en_19977526,Foulds had the most experience and supported traditional party positions.,Foolds had the most experience and supported traditional party positions.,0.100000,1,0,0,9,4.5707,0.0000,True,
common_voice_en_19977527-common_voice_en_19977528,Foulds had the most experience and supported traditional party positions.,Fools had the most experience and supported traditional party positions.,0.100000,1,0,0,9,4.5707,0.0000,True,
common_voice_en_19979514-common_voice_en_19979516,He also holds a law degree from the University of Michigan Law School.,He also holds a law degree from the University of Michigan Law School.,0.000000,0,0,0,13,4.2187,0.0000,True,
common_voice_en_19979514-common_voice_en_19979517,He also holds a law degree from the University of Michigan Law School.,He also holds a law degree from the University of Michigan Law School.,0.000000,0,0,0,13,4.2187,0.0000,True,
common_voice_en_19981298-common_voice_en_19981296,The spin involves rotating like a discus thrower and using rotational momentum for power.,"The spin involves rotating like a discus thrower, and using rotational momentum for power.",0.000000,0,0,0,14,5.8669,0.0000,True,
common_voice_en_19981298-common_voice_en_19981297,The spin involves rotating like a discus thrower and using rotational momentum for power.,The spin involves rotating like a discus thrower and using rotational momentum for power.,0.000000,0,0,0,14,5.8669,0.0000,True,
common_voice_en_19984445-common_voice_en_19984443,"It takes place at fictional Lincoln International Airport near Chicago, Illinois.","It takes place at fictional Lincoln International Airport near Chicago, Illinois.",0.000000,0,0,0,11,6.7787,0.0000,True,
common_voice_en_19984445-common_voice_en_19984446,"It takes place at fictional Lincoln International Airport near Chicago, Illinois.","It takes place at fictional Lincoln International Airport near Chicago, Illinois.",0.000000,0,0,0,11,6.7787,0.0000,True,
common_voice_en_19992384-common_voice_en_19992381,She is now the second vice president of the National Assembly.,She is now the second vice president of the National Assembly.,0.000000,0,0,0,11,4.5779,0.0000,True,
common_voice_en_19992384-common_voice_en_19992617,She is now the second vice president of the National Assembly.,She is now the second vice president of the National Assembly.,0.000000,0,0,0,11,4.5779,0.0000,True,
common_voice_en_20005340-common_voice_en_20005341,"Both branches apply a combination of soil physics, soil chemistry, and soil biology.","Both branches apply a combination of soil physics, soil chemistry, and soil biology.",0.000000,0,0,0,13,6.4640,0.0000,True,
common_voice_en_20005340-common_voice_en_20005343,"Both branches apply a combination of soil physics, soil chemistry, and soil biology.","Both branches apply a combination of soil physics, soil chemistry, and soil biology.",0.000000,0,0,0,13,6.4640,0.0000,True,
common_voice_en_20006910-common_voice_en_20006909,The Washington Township Public School District serves students in kindergarten through twelfth grade.,The Washington Township Public School District serves students in kindergarten through twelfth grade.,0.000000,0,0,0,13,6.1051,0.0000,True,
common_voice_en_20006910-common_voice_en_20006912,The Washington Township Public School District serves students in kindergarten through twelfth grade.,The Washington Township Public School District serves students in kindergarten through twelfth grade.,0.000000,0,0,0,13,6.1051,0.0000,True,
common_voice_en_20026430-common_voice_en_20026432,It is part of the National Underground Railroad Network to Freedom Trail.,It is part of the National Underground Railroad Network to Freedom Trail.,0.000000,0,0,0,12,4.6051,0.0000,True,
common_voice_en_20027471-common_voice_en_20027469,It is thought the village originally may have been named after the saint.,It is thought the village originally may have been named after the saint.,0.000000,0,0,0,13,4.4235,0.0000,True,
common_voice_en_20027471-common_voice_en_20027487,It is thought the village originally may have been named after the saint.,It is thought the village originally may have been named after the saint.,0.000000,0,0,0,13,4.4235,0.0000,True,
common_voice_en_20030172-common_voice_en_20030173,The Germans built several administrative buildings in Ambam as it was of strategic importance.,The Germans built several administrative buildings in Ambam as it was of strategic importance.,0.000000,0,0,0,14,6.6507,0.0000,True,
common_voice_en_20030172-common_voice_en_20030174,The Germans built several administrative buildings in Ambam as it was of strategic importance.,"The Germans built several administrative buildings in Amman, as it was of strategic importance.",0.071429,1,0,0,13,6.6507,0.0000,True,
common_voice_en_20041534-common_voice_en_20041536,"Rahat has appeared in three seasons of Pakistani musical show ""Coke Studio"".",Rahat has appeared in three seasons of Pakistani musical show Coke Studio.,0.000000,0,0,0,12,5.5237,0.0000,True,
